generation,best_fitness,median_tree_size
0,5.961516,67
1,5.961516,91
2,5.961516,67
3,5.961516,79
4,5.961516,7
5,5.961516,1
6,5.961516,1
7,5.961516,1
8,5.961516,1
9,5.961516,1
10,5.961516,1
11,5.961516,1
12,5.961516,1
13,5.961516,1
14,5.961516,1
15,5.961516,1
16,5.961516,1
17,5.961516,1
18,5.961516,1
19,5.961516,1
20,5.961516,1
21,5.961516,1
22,5.961516,1
23,5.961516,1
24,5.961516,1
25,5.961516,1
26,5.961516,1
27,5.961516,1
28,5.961516,1
29,5.961516,1
30,5.961516,1
31,5.961516,1
32,5.961516,1
33,5.961516,1
34,5.961516,1
35,5.961516,1
36,5.961516,1
37,5.961516,1
38,5.961516,1
39,5.961516,1
40,5.961516,1
41,5.961516,1
42,5.961516,1
43,5.961516,1
44,5.961516,1
45,5.961516,1
46,5.961516,1
47,5.961516,1
48,5.961516,1
49,5.961516,1
50,5.961516,1
51,5.961516,1
52,5.961516,1
53,5.961516,1
54,5.961516,1
55,5.961516,1
56,5.961516,1
57,5.961516,1
58,5.961516,1
59,5.961516,1
60,5.961516,1
61,5.961516,1
62,5.961516,1
63,5.961516,1
64,5.961516,1
65,5.961516,1
66,5.961516,1
67,5.961516,1
68,5.961516,1
69,5.961516,1
70,5.961516,1
71,5.961516,1
72,5.961516,1
73,5.961516,1
74,5.961516,1
75,5.961516,1
76,5.961516,1
77,5.961516,1
78,5.961516,1
79,5.961516,1
80,5.961516,1
81,5.961516,1
82,5.961516,1
83,5.961516,1
84,5.961516,1
85,5.961516,1
86,5.961516,1
87,5.961516,1
88,5.961516,1
89,5.961516,1
90,5.961516,1
91,5.961516,1
92,5.961516,1
93,5.961516,1
94,5.961516,1
95,5.961516,1
96,5.961516,1
97,5.961516,1
98,5.961516,1
99,5.961516,1
100,5.961516,1
101,5.961516,1
102,5.961516,1
103,5.961516,1
104,5.961516,1
105,5.961516,1
106,5.961516,1
107,5.961516,1
108,5.961516,1
109,5.961516,1
110,5.961516,1
111,5.961516,1
112,5.961516,1
113,5.961516,1
114,5.961516,1
115,5.961516,1
116,5.961516,1
117,5.961516,1
118,5.961516,1
119,5.961516,1
120,5.961516,1
121,5.961516,1
122,5.961516,1
123,5.961516,1
124,5.961516,1
125,5.961516,1
126,5.961516,1
127,5.961516,1
128,5.961516,1
129,5.961516,1
130,5.961516,1
131,5.961516,1
132,5.961516,1
133,5.961516,1
134,5.961516,1
135,5.961516,1
136,5.961516,1
137,5.961516,1
138,5.961516,1
139,5.961516,1
140,5.961516,1
141,5.961516,1
142,5.961516,1
143,5.961516,1
144,5.961516,1
145,5.961516,1
146,5.961516,1
147,5.961516,1
148,5.961516,1
149,5.961516,1
150,5.961516,1
151,5.961516,1
152,5.961516,1
153,5.961516,1
154,5.961516,1
155,5.961516,1
156,5.961516,1
157,5.961516,1
158,5.961516,1
159,5.961516,1
160,5.961516,1
161,5.961516,1
162,5.961516,1
163,5.961516,1
164,5.961516,1
165,5.961516,1
166,5.961516,1
167,5.961516,1
168,5.961516,1
169,5.961516,1
170,5.961516,1
171,5.961516,1
172,5.961516,1
173,5.961516,1
174,5.961516,1
175,5.961516,1
176,5.961516,1
177,5.961516,1
178,5.961516,1
179,5.961516,1
180,5.961516,1
181,5.961516,1
182,5.961516,1
183,5.961516,1
184,5.961516,1
185,5.961516,1
186,5.961516,1
187,5.961516,1
188,5.961516,1
189,5.961516,1
190,5.961516,1
191,5.961516,1
192,5.961516,1
193,5.961516,1
194,5.961516,1
195,5.961516,1
196,5.961516,1
197,5.961516,1
198,5.961516,1
199,5.961516,1
200,5.961516,1
201,5.961516,1
202,5.961516,1
203,5.961516,1
204,5.961516,1
205,5.961516,1
